_id,slot,defense,max_defense,fire_res,thunder_res,dragon_res,water_res,ice_res,hunter_type,num_slots,name,rarity
1376339,Chest,9,29,4,-1,3,-1,-1,1,0,Spio Pleuron,2
1376340,Chest,12,32,-2,-1,0,4,0,0,0,Droth Mail,2
1376341,Chest,6,26,-2,-1,0,5,0,1,0,Droth Vest,2
1376342,Chest,14,34,4,0,0,-2,-1,0,1,Uroktor Torso,2
1376343,Chest,7,27,5,0,0,-2,-1,1,1,Uroktor Vest,2
1376346,Chest,14,34,-1,2,0,0,3,0,0,Moofah Suit,2
1376347,Chest,7,27,-1,3,0,0,4,1,0,Moofah Jacket,2
1376349,Chest,10,30,1,1,1,2,1,0,0,Velociprey Body,2
1376350,Chest,5,25,1,1,1,3,1,1,0,Velociprey Suit,2
1376351,Chest,10,30,1,2,1,1,1,0,0,Genprey Body,2
1376352,Chest,5,25,1,3,1,1,1,1,0,Genprey Suit,2
1376353,Chest,10,30,2,1,1,1,1,0,0,Ioprey Body,2
1376354,Chest,5,25,3,1,1,1,1,1,0,Ioprey Wear,2
1376355,Chest,10,30,1,1,2,1,1,0,0,Remobra Suit,2
1376356,Chest,5,25,1,1,3,1,1,1,0,Remobra Wear,2
1376357,Chest,14,34,2,-1,0,-1,0,0,1,Ioprey Mail,2
1376358,Chest,7,27,3,-1,0,-1,0,1,1,Ioprey Vest,2
1376359,Chest,16,36,4,0,0,-1,-3,0,0,Kut-Ku Mail,2
1376360,Chest,8,28,5,0,0,-1,-3,1,0,Kut-Ku Vest,2
1376361,Chest,14,34,-3,0,0,1,4,0,0,Lagombi Mail,2
1376362,Chest,7,27,-3,0,0,1,5,1,0,Lagombi Vest,2
1376363,Chest,16,36,-3,4,0,1,-1,0,1,Gypceros Mail,2
1376364,Chest,8,28,-3,5,0,1,-1,1,1,Gypceros Vest,2
1376365,Chest,18,38,2,-1,1,-3,0,0,1,Tetsucabra Mail,2
1376366,Chest,9,29,3,-1,1,-3,0,1,1,Tetsucabra Vest,2
1376367,Chest,20,40,-1,-3,1,3,0,0,0,Hermitaur Mail,2
1376368,Chest,10,30,-1,-3,1,4,0,1,0,Hermitaur Vest,2
1376369,Chest,18,38,2,0,1,-3,-1,0,1,Volvidon Mail,2
1376370,Chest,9,29,3,0,1,-3,-1,1,1,Volvidon Vest,2
1376371,Chest,18,38,-3,-1,0,4,0,0,1,Ludroth Mail,2
1376372,Chest,9,29,-3,-1,0,5,0,1,1,Ludroth Vest,2
1376373,Chest,18,38,-2,1,0,-2,1,0,0,Malfestio Mail,2
1376374,Chest,9,29,-1,1,0,-2,1,1,0,Malfestio Vest,2
1376375,Chest,18,38,-4,4,1,1,2,0,0,Khezu Mail,2
1376376,Chest,9,29,-4,5,1,1,2,1,0,Khezu Vest,2
1376377,Chest,20,40,3,-2,-3,0,0,0,0,Rathian Mail,2
1376378,Chest,10,30,4,-2,-3,0,0,1,0,Rathian Vest,2
1376379,Chest,20,40,2,-1,1,0,-3,0,0,Nibelsnarf Mail,2
1376380,Chest,10,30,3,-1,1,0,-3,1,0,Nibelsnarf Vest,2
1376381,Chest,18,38,-4,0,0,1,4,0,1,Blango Mail,2
1376382,Chest,9,29,-4,0,0,1,5,1,1,Blango Vest,2
1376383,Chest,20,40,1,-1,0,2,-1,0,0,Ceanataur Mail,2
1376384,Chest,10,30,2,-1,0,2,-1,1,0,Ceanataur Vest,2
1376385,Chest,20,40,1,0,1,-1,-3,0,1,Najarala Mail,2
1376386,Chest,10,30,1,1,1,-1,-3,1,1,Najarala Vest,2
1376387,Chest,18,38,-2,-3,1,1,1,0,1,Nargacuga Mail,2
1376388,Chest,9,29,-2,-2,1,1,1,1,1,Nargacuga Vest,2
1376389,Chest,18,38,0,0,0,0,0,0,1,Scholarly Suit,2
1376390,Chest,9,29,0,0,0,0,0,1,1,Scholarly Vest,2
1376391,Chest,20,40,0,-2,0,3,-1,0,2,Vaik Mail,3
1376392,Chest,10,30,0,-2,0,4,-1,1,2,Vaik Vest,3
1376395,Chest,20,40,-2,3,2,0,-2,0,1,Aelucanth Thorax,3
1376396,Chest,10,30,-2,3,3,0,-2,1,1,Aelucanth Pleuron,3
1376397,Chest,20,40,-2,3,2,0,-2,0,1,Rhopessa Thorax,3
1376398,Chest,10,30,-2,3,3,0,-2,1,1,Rhopessa Pleuron,3
1376399,Chest,24,44,1,-2,3,-2,2,0,1,Artian Mail,3
1376400,Chest,12,32,3,-2,3,-2,2,1,1,Artian Vest,3
1376401,Chest,22,42,2,2,0,-1,0,0,0,Garuga Mail,3
1376402,Chest,11,31,3,2,0,-1,0,1,0,Garuga Vest,3
1376404,Chest,26,46,3,0,-2,-4,-1,0,0,Uragaan Mail,3
1376405,Chest,13,33,4,0,-2,-4,-1,1,0,Uragaan Vest,3
1376406,Chest,24,44,4,-2,-4,0,0,0,1,Rathalos Mail,3
1376407,Chest,12,32,5,-2,-4,0,0,1,1,Rathalos Vest,3
1376408,Chest,24,44,-3,4,-2,2,-1,0,2,Lagiacrus Mail,3
1376409,Chest,12,32,-3,5,-2,2,-1,1,2,Lagiacrus Vest,3
1376410,Chest,22,42,0,4,1,-1,-4,0,0,Zinogre Mail,3
1376411,Chest,11,31,0,5,1,-1,-4,1,0,Zinogre Vest,3
1376412,Chest,20,40,0,-3,-1,2,1,0,1,Mizutsune Mail,3
1376413,Chest,10,30,0,-2,-1,2,1,1,1,Mizutsune Vest,3
1376414,Chest,24,44,0,3,2,-2,-3,0,0,Astalos Mail,3
1376415,Chest,12,32,0,4,2,-2,-3,1,0,Astalos Vest,3
1376416,Chest,26,46,-3,-1,2,1,3,0,0,Gammoth Mail,3
1376417,Chest,13,33,-3,-1,2,1,4,1,0,Gammoth Vest,3
1376418,Chest,24,44,3,1,-1,-3,0,0,1,Glavenus Mail,3
1376419,Chest,12,32,4,1,-1,-3,0,1,1,Glavenus Vest,3
1376420,Chest,24,44,-2,-1,-2,2,2,0,0,Gore Mail,3
1376421,Chest,12,32,-2,-1,-2,3,2,1,0,Gore Vest,3
1376422,Chest,24,44,2,-3,0,0,-2,0,0,Regios Mail,3
1376423,Chest,12,32,4,-3,0,0,-2,1,0,Regios Vest,3
1376424,Chest,24,44,2,-3,-2,0,0,0,0,Tigrex Mail,3
1376425,Chest,12,32,4,-3,-2,0,0,1,0,Tigrex Vest,3
1376426,Chest,26,46,-1,3,2,-1,0,0,0,Kirin Jacket,3
1376427,Chest,13,33,-1,4,2,-1,0,1,0,Kirin Cape,3
1376428,Chest,24,44,2,0,0,-4,-2,0,1,Brachydios Mail,3
1376429,Chest,12,32,2,0,0,-3,-2,1,1,Brachydios Vest,3
1376430,Chest,26,46,-2,0,-4,2,2,0,0,Arc Mail,3
1376431,Chest,26,46,-2,0,-4,2,2,0,0,Storge Mail,3
1376432,Chest,13,33,-2,0,-3,2,2,1,0,Arc Vest,3
1376433,Chest,13,33,-2,0,-3,2,2,1,0,Storge Vest,3
1376434,Chest,26,46,-1,-2,-3,2,3,0,1,Kushala Cista,3
1376435,Chest,13,33,-1,-2,-3,2,5,1,1,Kushala Vise,3
1376436,Chest,26,46,-5,0,-3,1,2,0,0,Mizuha Guards,3
1376437,Chest,13,33,-4,0,-3,1,2,1,0,Cham Camise,3
1376438,Chest,26,46,4,1,-3,-4,-1,0,0,Kaiser Mail,3
1376439,Chest,13,33,4,1,-3,-3,-1,1,0,Kaiser Vest,3
1376440,Chest,26,46,-1,-1,-2,-1,-1,0,1,Skeletal Sternum,3
1376441,Chest,13,33,-1,-1,-1,-1,-1,1,1,Decayed Sternum,3
1376442,Chest,24,44,2,2,-5,2,2,0,1,Black Hide,3
1376443,Chest,12,32,2,2,-4,2,2,1,1,Black Skin,3
1376444,Chest,22,42,1,1,1,1,1,0,0,Black Belt Mail,3
1376445,Chest,11,31,1,1,2,1,1,1,0,Black Belt Vest,3
1376446,Chest,20,40,0,0,0,0,0,0,0,Guild Bard Bolero,3
1376447,Chest,10,30,0,0,0,0,0,1,0,Guild Bard Vest,3
1376448,Chest,20,40,0,0,0,0,0,0,0,Maiden's Suit,3
1376449,Chest,10,30,0,0,0,0,0,1,0,French Maid Vest,3
1376450,Chest,20,40,0,0,0,0,0,0,1,Helper Suit,3
1376451,Chest,10,30,0,0,0,0,0,1,1,Healer Vest,3
1376452,Chest,20,40,0,0,0,0,0,0,0,Dianthus Gown,3
1376453,Chest,10,30,0,0,0,0,0,1,0,Campanile Gown,3
1376454,Chest,10,30,-2,-2,0,-2,-2,2,0,Bath Robe,3
1376455,Chest,22,42,1,1,1,1,1,0,0,Gourmew Suit,3
1376456,Chest,11,31,1,1,1,1,1,1,0,Gourmew Vest,3
1376457,Chest,24,40,0,0,0,0,0,0,0,Leather Mail S,4
1376458,Chest,24,40,0,1,0,0,0,0,1,Chainmail Armor S,4
1376459,Chest,26,42,0,0,0,1,0,0,2,Bherna Mail S,4
1376460,Chest,13,29,0,0,0,2,0,1,2,Bherna Vest S,4
1376461,Chest,26,42,1,0,0,0,0,0,0,Hunting Mail S,4
1376462,Chest,13,29,2,0,0,0,0,1,0,Hunting Vest S,4
1376463,Chest,26,42,-1,0,0,0,2,0,0,Mafumofu Suit S,4
1376464,Chest,13,29,-1,0,0,0,4,1,0,Mafumofu Jacket S,4
1376465,Chest,26,42,0,1,0,0,0,0,0,Yukumo Sky Dogi,4
1376466,Chest,13,29,0,2,0,0,0,1,0,Yukumo Land Dogi,4
1376467,Chest,15,31,1,0,2,0,0,2,1,Loc Lac Shawl S,4
1376468,Chest,26,42,0,0,0,0,0,0,1,Hunter's Mail S,4
1376469,Chest,13,29,0,0,0,0,0,1,1,Hunter's Vest S,4
1376470,Chest,22,38,0,0,0,0,0,0,0,Hunter's Mail R,4
1376471,Chest,11,27,0,0,0,0,0,1,0,Hunter's Vest R,4
1376472,Chest,30,46,0,0,0,0,-1,0,1,Bone Mail S,4
1376473,Chest,15,31,0,0,0,0,-1,1,1,Bone Vest S,4
1376478,Chest,36,52,2,0,0,-2,0,0,3,Chaos Archplate,4
1376479,Chest,18,34,4,0,0,-2,0,1,3,Chaos Archbrigandine,4
1376480,Chest,32,48,0,1,0,1,0,0,0,Melahoa Jacket S,4
1376481,Chest,16,32,0,1,0,1,0,1,0,Melahoa Stalk S,4
1376482,Chest,28,44,0,1,0,1,0,0,0,Melahoa Jacket U,4
1376483,Chest,14,30,0,1,0,1,0,1,0,Melahoa Stalk U,4
1376484,Chest,36,52,1,-2,0,2,0,0,1,Makluva Cover S,4
1376485,Chest,18,34,1,-2,0,3,0,1,1,Makluva Scale S,4
1376486,Chest,32,48,1,-2,0,2,0,0,2,Makluva Cover U,4
1376487,Chest,16,32,1,-2,0,3,0,1,2,Makluva Scale U,4
1376488,Chest,34,50,3,0,0,1,2,0,1,Bistro Suit S,4
1376489,Chest,17,33,4,0,0,1,3,1,1,Bistro Vest S,4
1376490,Chest,36,52,2,0,0,2,-2,0,0,Acorn Mail S,4
1376491,Chest,18,34,3,0,0,3,-2,1,0,Acorn Vest S,4
1376492,Chest,36,52,-3,0,0,1,2,0,0,Mosgharl Ribplate S,4
1376493,Chest,18,34,-3,0,0,2,3,1,0,Mosgharl Ribguard S,4
1376494,Chest,34,50,-1,-1,0,3,0,0,0,Edel Ribplate S,4
1376495,Chest,17,33,-1,-1,0,4,0,1,0,Edel Ribguard S,4
1376496,Chest,32,48,-1,2,0,0,3,0,0,Moofah Suit S,4
1376497,Chest,16,32,-1,3,0,0,4,1,0,Moofah Jacket S,4
1376498,Chest,28,44,-2,0,1,2,-1,0,0,Slagtoth Cloak,4
1376499,Chest,14,30,-2,0,1,3,-1,1,0,Slagtoth Wrap,4
1376503,Chest,20,36,1,1,1,2,1,0,0,Velociprey Body S,4
1376504,Chest,10,26,1,1,1,3,1,1,0,Velociprey Suit S,4
1376505,Chest,20,36,1,2,1,1,1,0,0,Genprey Body S,4
1376506,Chest,10,26,1,3,1,1,1,1,0,Genprey Suit S,4
1376507,Chest,20,36,2,1,1,1,1,0,0,Ioprey Body S,4
1376508,Chest,10,26,3,1,1,1,1,1,0,Ioprey Wear S,4
1376509,Chest,20,36,1,1,2,1,1,0,0,Remobra Suit S,4
1376510,Chest,10,26,1,1,3,1,1,1,0,Remobra Wear S,4
1376517,Chest,19,35,0,0,0,0,0,2,1,Mosswine Vest S,4
1376518,Chest,32,48,2,0,0,0,-2,0,1,Rhenoplos Mail S,4
1376519,Chest,16,32,3,0,0,0,-2,1,1,Rhenoplos Vest S,4
1376520,Chest,28,44,-2,0,0,0,0,0,1,Jaggi Mail S,4
1376521,Chest,14,30,-2,0,0,0,0,1,1,Jaggi Vest S,4
1376522,Chest,28,44,-2,-1,0,4,0,0,0,Droth Mail S,4
1376523,Chest,14,30,-2,-1,0,5,0,1,0,Droth Vest S,4
1376524,Chest,30,46,4,0,0,-2,-1,0,1,Uroktor Torso S,4
1376525,Chest,15,31,5,0,0,-2,-1,1,1,Uroktor Vest S,4
1376526,Chest,30,46,-2,0,0,0,0,0,0,Maccao Mail S,4
1376527,Chest,15,31,-2,1,1,1,1,1,0,Maccao Vest S,4
1376528,Chest,30,46,0,0,0,0,-2,0,0,Velociprey Mail S,4
1376529,Chest,15,31,0,1,0,1,-2,1,0,Velociprey Vest S,4
1376530,Chest,30,46,0,-1,0,0,2,0,0,Giaprey Mail S,4
1376531,Chest,15,31,0,-1,0,0,3,1,0,Giaprey Vest S,4
1376532,Chest,32,48,0,1,0,0,-2,0,0,Genprey Mail S,4
1376533,Chest,16,32,1,2,0,0,-2,1,0,Genprey Vest S,4
1376534,Chest,36,52,0,1,0,0,-2,0,1,EX Genprey Mail,4
1376535,Chest,18,34,1,2,0,0,-2,1,1,EX Genprey Vest,4
1376536,Chest,34,50,2,-1,0,-1,0,0,1,Ioprey Mail S,4
1376537,Chest,17,33,3,-1,0,-1,0,1,1,Ioprey Vest S,4
1376538,Chest,38,54,2,-1,0,-1,0,0,0,EX Ioprey Mail,4
1376539,Chest,19,35,3,-1,0,-1,0,1,0,EX Ioprey Vest,4
1376540,Chest,32,48,-2,1,2,1,1,0,2,Vespoid Mail S,4
1376541,Chest,16,32,-2,2,3,2,2,1,2,Vespoid Vest S,4
1376542,Chest,36,52,-2,1,2,1,1,0,0,EX Vespoid Mail,4
1376543,Chest,18,34,-2,2,3,2,2,1,0,EX Vespoid Vest,4
1376544,Chest,36,52,-1,-1,4,-1,-1,0,0,Hornetaur Mail S,4
1376545,Chest,18,34,-1,-1,6,-1,-1,1,0,Hornetaur Vest S,4
1376546,Chest,40,56,-1,-1,4,-1,-1,0,1,EX Hornetaur Mail,4
1376547,Chest,20,36,-1,-1,6,-1,-1,1,1,EX Hornetaur Vest,4
1376548,Chest,32,48,-1,-1,4,-1,-1,0,2,Hornetaur Mail R,4
1376549,Chest,16,32,-1,-1,6,-1,-1,1,2,Hornetaur Vest R,4
1376550,Chest,32,48,-2,0,2,0,0,0,0,Bnahabra Suit S,4
1376551,Chest,16,32,-2,1,3,1,1,1,0,Bnahabra Vest S,4
1376554,Chest,36,52,0,-2,0,2,1,0,1,Bulldrome Mail S,4
1376555,Chest,18,34,0,-2,0,3,1,1,1,Bulldrome Vest S,4
1376557,Chest,38,54,-2,-2,0,0,0,0,0,Arzuros Mail S,4
1376558,Chest,19,35,-2,-2,0,0,0,1,0,Arzuros Vest S,4
1376559,Chest,42,58,2,0,0,0,-3,0,1,Cephalos Mail S,4
1376560,Chest,21,37,2,0,0,0,-3,1,1,Cephalos Vest S,4
1376561,Chest,46,62,2,0,0,0,-3,0,0,EX Cephalos Mail,4
1376562,Chest,23,39,2,0,0,0,-3,1,0,EX Cephalos Vest,4
1376563,Chest,44,60,3,0,0,-1,-3,0,0,Kut-Ku Mail S,4
1376564,Chest,22,38,4,0,0,-1,-3,1,0,Kut-Ku Vest S,4
1376565,Chest,44,60,-2,-1,1,2,0,0,1,Kecha Mail,4
1376566,Chest,22,38,-2,-1,1,3,0,1,1,Kecha Vest,4
1376567,Chest,40,56,-3,0,0,1,3,0,0,Lagombi Mail S,4
1376568,Chest,20,36,-3,0,0,1,4,1,0,Lagombi Vest S,4
1376569,Chest,46,62,-3,4,0,1,-1,0,2,Gypceros Mail S,4
1376570,Chest,23,39,-3,5,0,1,-1,1,2,Gypceros Vest S,4
1376571,Chest,42,58,-3,4,0,1,-1,0,0,Gypceros Mail R,4
1376572,Chest,21,37,-3,5,0,1,-1,1,0,Gypceros Vest R,4
1376573,Chest,46,62,2,-1,1,-3,0,0,1,Tetsucabra Mail S,4
1376574,Chest,23,39,3,-1,1,-3,0,1,1,Tetsucabra Vest S,4
1376575,Chest,48,64,-1,-3,1,3,0,0,0,Hermitaur Mail S,4
1376576,Chest,24,40,-1,-3,1,4,0,1,0,Hermitaur Vest S,4
1376577,Chest,52,68,-1,-3,1,3,0,0,0,EX Hermitaur Mail,4
1376578,Chest,26,42,-1,-3,1,4,0,1,0,EX Hermitaur Vest,4
1376579,Chest,44,60,-1,-3,1,3,0,0,3,Hermitaur Mail R,4
1376580,Chest,22,38,-1,-3,1,4,0,1,3,Hermitaur Vest R,4
1376581,Chest,46,62,2,0,1,-3,-1,0,1,Volvidon Mail S,4
1376582,Chest,23,39,3,0,1,-3,-1,1,1,Volvidon Vest S,4
1376583,Chest,46,62,-3,-1,0,4,0,0,1,Ludroth Mail S,4
1376584,Chest,23,39,-3,-1,0,5,0,1,1,Ludroth Vest S,4
1376585,Chest,42,58,-3,-1,0,4,0,0,0,Ludroth Mail R,4
1376586,Chest,21,37,-3,-1,0,5,0,1,0,Ludroth Vest R,4
1376587,Chest,44,60,0,0,0,0,0,0,0,Lecturer's Suit,4
1376588,Chest,22,38,0,0,0,0,0,1,0,Lecturer's Jacket,4
1376589,Chest,40,56,-1,-1,0,0,-1,0,1,Alloy Mail S,5
1376590,Chest,20,36,-1,-1,0,0,-1,1,1,Alloy Vest S,5
1376591,Chest,36,52,-1,-1,0,0,-1,0,1,Alloy Mail R,5
1376592,Chest,18,34,-1,-1,0,0,-1,1,1,Alloy Vest R,5
1376593,Chest,44,60,1,-1,0,-1,0,0,2,Battle Mail S,5
1376594,Chest,22,38,2,-1,0,-1,0,1,2,Battle Vest S,5
1376595,Chest,48,64,-1,1,0,-1,0,0,1,Ingot Mail S,5
1376596,Chest,24,40,-1,2,0,-1,0,1,1,Ingot Vest S,5
1376597,Chest,44,60,-1,1,0,-1,0,0,0,Ingot Mail R,5
1376598,Chest,22,38,-1,2,0,-1,0,1,0,Ingot Vest R,5
1376599,Chest,46,62,0,2,0,-1,-1,0,1,High Metal Mail S,5
1376600,Chest,23,39,0,3,0,-1,-1,1,1,High Metal Vest S,5
1376601,Chest,42,58,0,2,0,-1,-1,0,0,High Metal Mail U,5
1376602,Chest,21,37,0,3,0,-1,-1,1,0,High Metal Vest U,5
1376605,Chest,48,64,-1,-1,-1,4,-1,0,0,Lobster Mail,5
1376606,Chest,24,40,-1,-1,-1,5,-1,1,0,Lobster Vest,5
1376607,Chest,50,66,2,2,3,-2,-2,0,2,Obituary Thorax S,5
1376608,Chest,25,41,3,2,4,-2,-2,1,2,Obituary Pleuron S,5
1376609,Chest,50,66,2,2,3,-2,-2,0,2,Butterfly Thorax S,5
1376610,Chest,25,41,3,2,4,-2,-2,1,2,Butterfly Pleuron S,5
1376611,Chest,48,64,2,1,0,1,-1,0,2,Death Stench Muscle S,5
1376612,Chest,24,40,3,1,0,1,-1,1,2,Death Stench Heart S,5
1376613,Chest,44,60,2,1,0,1,-1,0,0,Death Stench Muscle R,5
1376614,Chest,22,38,3,1,0,1,-1,1,0,Death Stench Heart R,5
1376615,Chest,46,62,0,-2,0,3,-1,0,0,Vaik Mail S,5
1376616,Chest,23,39,0,-2,0,4,-1,1,0,Vaik Vest S,5
1376617,Chest,48,64,-2,3,2,0,-2,0,1,Aelucanth Thorax S,5
1376618,Chest,24,40,-2,3,3,0,-2,1,1,Aelucanth Pleuron S,5
1376619,Chest,48,64,-2,3,2,0,-2,0,1,Rhopessa Thorax S,5
1376620,Chest,24,40,-2,3,3,0,-2,1,1,Rhopessa Pleuron S,5
1376621,Chest,44,60,2,0,-2,0,2,0,0,Patissier's Suit,5
1376622,Chest,22,38,4,0,-2,0,2,1,0,Patissier's Vest,5
1376623,Chest,48,64,3,-1,3,-1,-1,0,0,Skalda Thorax S,5
1376624,Chest,24,40,4,-1,3,-1,-1,1,0,Skalda Pleuron S,5
1376625,Chest,48,64,3,-1,3,-1,-1,0,0,Spio Thorax S,5
1376626,Chest,24,40,4,-1,3,-1,-1,1,0,Spio Pleuron S,5
1376627,Chest,44,60,-2,1,0,-2,1,0,0,Malfestio Mail S,5
1376628,Chest,22,38,-1,1,0,-2,1,1,0,Malfestio Vest S,5
1376629,Chest,46,62,-2,-4,0,3,4,0,0,Zamtrios Mail,5
1376630,Chest,23,39,-2,-4,0,3,5,1,0,Zamtrios Vest,5
1376631,Chest,50,66,-4,4,1,1,2,0,0,Khezu Mail S,5
1376632,Chest,25,41,-4,5,1,1,2,1,0,Khezu Vest S,5
1376633,Chest,46,62,-4,4,1,1,2,0,0,Khezu Mail R,5
1376634,Chest,23,39,-4,5,1,1,2,1,0,Khezu Vest R,5
1376635,Chest,50,66,3,-2,-3,0,0,0,0,Rathian Mail S,5
1376636,Chest,25,41,4,-2,-3,0,0,1,0,Rathian Vest S,5
1376637,Chest,54,70,3,-2,-3,0,0,0,0,EX Rathian Mail,5
1376638,Chest,27,43,4,-2,-3,0,0,1,0,EX Rathian Vest,5
1376639,Chest,46,62,3,-2,-3,0,0,0,2,Rathian Mail R,5
1376640,Chest,23,39,4,-2,-3,0,0,1,2,Rathian Vest R,5
1376641,Chest,50,66,2,-1,1,0,-3,0,0,Nibelsnarf Mail S,5
1376642,Chest,25,41,3,-1,1,0,-3,1,0,Nibelsnarf Vest S,5
1376643,Chest,52,68,-2,-4,1,4,2,0,0,Plesioth Mail,5
1376644,Chest,26,42,-2,-4,1,5,2,1,0,Plesioth Vest,5
1376645,Chest,50,66,-4,0,0,1,4,0,1,Blango Mail S,5
1376646,Chest,25,41,-4,0,0,1,5,1,1,Blango Vest S,5
1376647,Chest,54,70,-4,0,0,1,4,0,1,EX Blango Mail,5
1376648,Chest,27,43,-4,0,0,1,5,1,1,EX Blango Vest,5
1376649,Chest,56,72,4,0,1,-4,0,0,1,Lavasioth Mail,5
1376650,Chest,28,44,5,0,1,-4,0,1,1,Lavasioth Vest,5
1376651,Chest,60,76,4,0,1,-4,0,0,1,EX Lavasioth Mail,5
1376652,Chest,30,46,5,0,1,-4,0,1,1,EX Lavasioth Vest,5
1376653,Chest,48,64,1,-1,0,2,-1,0,0,Ceanataur Mail S,5
1376654,Chest,24,40,2,-1,0,2,-1,1,0,Ceanataur Vest S,5
1376655,Chest,52,68,1,-1,0,2,-1,0,0,EX Ceanataur Mail,5
1376656,Chest,26,42,2,-1,0,2,-1,1,0,EX Ceanataur Vest,5
1376657,Chest,44,60,1,-1,0,2,-1,0,1,Ceanataur Mail R,5
1376658,Chest,22,38,2,-1,0,2,-1,1,1,Ceanataur Vest R,5
1376659,Chest,56,72,1,0,1,-1,-3,0,1,Najarala Mail S,5
1376660,Chest,28,44,1,1,1,-1,-3,1,1,Najarala Vest S,5
1376661,Chest,40,56,-2,-3,1,1,1,0,0,Nargacuga Mail S,5
1376662,Chest,20,36,-2,-2,1,1,1,1,0,Nargacuga Vest S,5
1376663,Chest,56,72,2,2,0,-1,0,0,0,Garuga Mail S,5
1376664,Chest,28,44,3,2,0,-1,0,1,0,Garuga Vest S,5
1376666,Chest,64,80,3,0,-2,-4,-1,0,0,Uragaan Mail S,5
1376667,Chest,32,48,4,0,-2,-4,-1,1,0,Uragaan Vest S,5
1376668,Chest,50,66,3,3,3,3,3,0,0,Black Belt Mail S,5
1376669,Chest,25,41,3,3,4,3,3,1,0,Black Belt Vest S,5
1376670,Chest,50,66,0,0,0,0,0,0,0,Guardian Suit,5
1376671,Chest,25,41,0,0,0,0,0,1,0,Guardian Vest,5
1376672,Chest,54,70,0,0,0,0,0,0,0,Guardian Suit U,5
1376673,Chest,27,43,0,0,0,0,0,1,0,Guardian Vest U,5
1376674,Chest,48,64,0,0,0,0,0,0,0,Scholar's Blouse,5
1376675,Chest,24,40,0,0,0,0,0,1,0,Scholar's Vest,5
1376676,Chest,48,64,0,0,0,0,0,0,0,Sailor Suit,5
1376677,Chest,24,40,0,0,0,0,0,1,0,Sailor Vest,5
1376678,Chest,15,31,-2,-2,0,-2,-2,2,1,Luxury Bath Robe,5
1376679,Chest,52,68,-2,-2,2,4,3,0,0,Kita Star Jacket,5
1376680,Chest,26,42,-2,-2,2,5,3,1,0,Umi Ocean Jacket,5
1376682,Chest,48,62,0,0,0,0,0,0,1,Derring Mail S,6
1376683,Chest,24,38,1,1,1,1,1,1,1,Derring Vest S,6
1376684,Chest,54,68,-2,0,4,0,0,0,1,Dober Mail,6
1376685,Chest,27,41,-2,0,5,0,0,1,1,Dober Vest,6
1376686,Chest,60,74,-1,-3,-1,2,1,0,0,Damascus Mail,6
1376687,Chest,30,44,-1,-3,-1,2,1,1,0,Damascus Vest,6
1376688,Chest,56,70,-1,-3,-1,2,1,0,0,Damascus Mail R,6
1376689,Chest,28,42,-1,-3,-1,2,1,1,0,Damascus Vest R,6
1376696,Chest,60,74,1,-2,3,-2,2,0,1,Artian Mail S,6
1376697,Chest,30,44,3,-2,3,-2,2,1,1,Artian Vest S,6
1376698,Chest,56,70,1,-2,3,-2,2,0,1,Artian Mail R,6
1376699,Chest,28,42,3,-2,3,-2,2,1,1,Artian Vest R,6
1376700,Chest,60,74,-3,-2,5,4,-2,0,0,Seltas Mail,6
1376701,Chest,30,44,-3,-2,6,4,-2,1,0,Seltas Vest,6
1376702,Chest,58,72,4,-2,-4,0,0,0,1,Rathalos Mail S,6
1376703,Chest,29,43,5,-2,-4,0,0,1,1,Rathalos Vest S,6
1376704,Chest,62,76,4,-2,-4,0,0,0,1,EX Rathalos Mail,6
1376705,Chest,31,45,5,-2,-4,0,0,1,1,EX Rathalos Vest,6
1376706,Chest,54,68,4,-2,-4,0,0,0,0,Rathalos Mail R,6
1376707,Chest,27,41,5,-2,-4,0,0,1,0,Rathalos Vest R,6
1376708,Chest,58,72,-3,4,-2,2,-1,0,2,Lagiacrus Mail S,6
1376709,Chest,29,43,-3,5,-2,2,-1,1,2,Lagiacrus Vest S,6
1376710,Chest,54,68,-3,4,-2,2,-1,0,1,Lagiacrus Mail R,6
1376711,Chest,27,41,-3,5,-2,2,-1,1,1,Lagiacrus Vest R,6
1376712,Chest,58,72,0,4,1,-1,-4,0,0,Zinogre Mail S,6
1376713,Chest,29,43,0,5,1,-1,-4,1,0,Zinogre Vest S,6
1376714,Chest,62,76,0,4,1,-1,-4,0,0,EX Zinogre Mail,6
1376715,Chest,31,45,0,5,1,-1,-4,1,0,EX Zinogre Vest,6
1376716,Chest,50,64,0,-3,-1,2,1,0,1,Mizutsune Mail S,6
1376717,Chest,25,39,0,-2,-1,2,1,1,1,Mizutsune Vest S,6
1376718,Chest,58,72,0,3,2,-2,-3,0,0,Astalos Mail S,6
1376719,Chest,29,43,0,4,2,-2,-3,1,0,Astalos Vest S,6
1376720,Chest,66,80,-3,-1,2,1,3,0,0,Gammoth Mail S,6
1376721,Chest,33,47,-3,-1,2,1,4,1,0,Gammoth Vest S,6
1376722,Chest,60,74,3,1,-1,-3,0,0,0,Glavenus Mail S,6
1376723,Chest,30,44,4,1,-1,-3,0,1,1,Glavenus Vest S,6
1376724,Chest,60,74,4,0,0,-4,-1,0,0,Agnaktor Mail,6
1376725,Chest,30,44,6,0,0,-4,-1,1,0,Agnaktor Vest,6
1376726,Chest,60,74,-2,-1,-2,2,2,0,0,Gore Mail S,6
